id,espanol,shiwilu,intencion,fuente,estado_filtro,detalle_filtro,similitud_labse
GTR_0000,¡Buenos días!,MA'PU'SIN AWA!,SAL,generate_then_refine,aprobado,,0.4253
GTR_0001,¡Buenas tardes!,MA'PU'SIN MUSU'!,SAL,generate_then_refine,aprobado,,0.5127
GTR_0002,¡Buenas noches!,MA'PU'SIN IK!,SAL,generate_then_refine,aprobado,,0.4487
GTR_0003,¡Bienvenido!,AWA MA'PU'SIN!,SAL,generate_then_refine,aprobado,,0.4197
GTR_0004,¿Cómo estás?,MUEKTU'KERKER'?,SAL,generate_then_refine,aprobado,,0.47
GTR_0005,¡Hasta mañana!,PANTE'CHEK AWA!,SAL,generate_then_refine,aprobado,,0.4661
GTR_0006,¡Adiós!,PANTE'CHEK!,SAL,generate_then_refine,aprobado,,0.4963
GTR_0007,Nos vemos mañana.,INLLI'TER AWA,SAL,generate_then_refine,aprobado,,0.4886
GTR_0008,¡Que te vaya bien!,PA'ECHEK!,SAL,generate_then_refine,aprobado,,0.402
GTR_0009,"Hola, ¿cómo estás?","MA'PU'SIN, MUEKTU'KERKER'?",SAL,generate_then_refine,aprobado,,0.3651
GTR_0010,¡Feliz año nuevo!,U'CHIMU AWA MUSU'!,SAL,generate_then_refine,aprobado,,0.5286
GTR_0011,¡Hasta pronto!,PANTE'CHEK MUSU'!,SAL,generate_then_refine,aprobado,,0.5732
GTR_0012,¡Cuídate mucho!,PA'ECHEK IK!,SAL,generate_then_refine,aprobado,,0.3993
GTR_0013,¡Que descanses!,MUEKTU'KERKER' IK!,SAL,generate_then_refine,aprobado,,0.4985
GTR_0014,Me despido.,PANTE'CHEK INLLI'TER,SAL,generate_then_refine,aprobado,,0.5947
GTR_0015,¡Hola a todos!,MA'PU'SIN AWA MUSU'!,SAL,generate_then_refine,aprobado,,0.481
GTR_0016,¡Buen viaje!,PA'ECHEK AWA!,SAL,generate_then_refine,aprobado,,0.4014
GTR_0017,¡Hasta la vista!,PANTE'CHEK INLLI'TER!,SAL,generate_then_refine,aprobado,,0.4646
GTR_0018,¡Felices fiestas!,U'CHIMU PA'ECHEK!,SAL,generate_then_refine,aprobado,,0.4489
GTR_0019,Nos vemos luego.,INLLI'TER PANTE'CHEK,SAL,generate_then_refine,aprobado,,0.6095
GTR_0020,¡Qué alegría!,a'sakeklliu enpu'ni,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.8065
GTR_0021,Estoy muy feliz.,a'sakek'lluipa',EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.8287
GTR_0022,¡Qué miedo!,mushipa' ikerlli,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.6441
GTR_0023,Me da pena.,chi lutantenñen,EMO,generate_then_refine,aprobado,,0.4621
GTR_0024,"¡Ay, qué susto!",a'pinchi musu' ikerlli,EMO,generate_then_refine,aprobado,,0.7745
GTR_0025,¡Qué vergüenza!,enpu'nipa' mushipa',EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.7063
GTR_0026,Estoy triste.,empu'ni wueinuipa',EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.8702
GTR_0027,¡Qué bonito!,inllipu'itk'later'sha,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.6972
GTR_0028,Me da lástima.,ten lutantenñen,EMO,generate_then_refine,aprobado,,0.4707
GTR_0029,"¡Ay, qué dolor!",a'pinchi ma'pu'su',EMO,generate_then_refine,aprobado,,0.7004
GTR_0030,Estoy enojado.,enpu'ni mushipa' ikerlli,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.6219
GTR_0031,¡Qué sorpresa!,chi enpu'nipa',EMO,generate_then_refine,aprobado,,0.7677
GTR_0032,Me alegro mucho.,a'sakek'llu enpu'ni,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.7897
GTR_0033,¡Qué terrible!,musu' enpu'nipa',EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.7893
GTR_0034,"¡Ay, pobrecito!",ten musu'sha,EMO,generate_then_refine,aprobado,,0.5987
GTR_0035,Me preocupa.,empu'ni ikerlli,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.6676
GTR_0036,¡Qué maravilla!,a'sakeklliu inllipu'itk'later',EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.5745
GTR_0037,Estoy asustado.,mushipa' musu' ikerlli,EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.7442
GTR_0038,"¡Ay, qué pena!",chi enpu'ni wueinuipa',EMO,generate_then_refine,aprobado,,0.8008
GTR_0039,Me da asco.,enpu'nipa' musu',EMO,generate_then_refine,revisar_hablante_nativo,marcador,0.7644
GTR_0040,¿Cuántos hay?,¿KENMA NAÑALLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.8934
GTR_0041,¿Dónde está?,¿KEMA ÑAPALA?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.9203
GTR_0042,¿Quién viene?,¿DEN'INA' WICHILLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.9071
GTR_0043,¿Qué pasó?,¿NAKA TUPILLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.9016
GTR_0044,¿Llegaron ya?,¿WICHINI A'CHA?,PRG,generate_then_refine,aprobado,,0.8842
GTR_0045,¿Es tuyo?,¿AMINCHI A'CHA?,PRG,generate_then_refine,aprobado,,0.92
GTR_0046,¿Llueve mucho?,¿PARAN KENMA A'CHA?,PRG,generate_then_refine,aprobado,,0.8561
GTR_0047,¿Cómo se llama?,¿NAKA SHUTILLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.8838
GTR_0048,¿Ya comiste?,¿NUNUTELLA A'CHA?,PRG,generate_then_refine,aprobado,,0.8743
GTR_0049,¿Es grande?,¿TUNTUN A'CHA?,PRG,generate_then_refine,aprobado,,0.9394
GTR_0050,¿De dónde viene?,¿KEMATU WICHILLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.8766
GTR_0051,¿Cuándo llega?,¿KENMA TURA WICHILLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.8658
GTR_0052,¿Es hombre?,¿ANAKA'CHI A'CHA?,PRG,generate_then_refine,aprobado,,0.9458
GTR_0053,¿Hay agua?,¿UNA ÑAPALA A'CHA?,PRG,generate_then_refine,aprobado,,0.8745
GTR_0054,¿Estás bien?,¿PITA ÑAPALEK A'CHA?,PRG,generate_then_refine,aprobado,,0.8426
GTR_0055,¿Quién habló?,¿DEN'INA' RIMALLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.9166
GTR_0056,¿Es lejos?,¿NISHI A'CHA?,PRG,generate_then_refine,aprobado,,0.9233
GTR_0057,¿Ya terminó?,¿PITA TULLINI A'CHA?,PRG,generate_then_refine,aprobado,,0.8265
GTR_0058,¿Cuántos vinieron?,¿KENMA WICHINI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.9054
GTR_0059,¿Qué dijo?,¿NAKA RIMALLI?,PRG,generate_then_refine,revisar_hablante_nativo,marcador,0.8645
GTR_0060,Ven.,WAKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.662
GTR_0061,Siéntate.,WA'TEKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.8162
GTR_0062,Come.,YANKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.7239
GTR_0063,Bebe.,UKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.6855
GTR_0064,Escucha.,YAWKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.6894
GTR_0065,Corre.,PENAKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.7209
GTR_0066,Dame eso.,YENNITULA'U,REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.7581
GTR_0067,Cállate.,TA'ITUKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.8016
GTR_0068,Duerme.,NEKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.697
GTR_0069,Llámame.,YAPERI'U,REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.6587
GTR_0070,Vamos.,ENCHUKU',REQUEST,generate_then_refine,aprobado,,0.776
GTR_0071,Espera.,WA'TENUKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.81
GTR_0072,Ayúdame.,YANPERI'U,REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.696
GTR_0073,Mira.,YAKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.6951
GTR_0074,Entra.,WATUKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.6894
GTR_0075,Sal afuera.,PAKER'A'MAK,REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.7069
GTR_0076,Canta.,YAMKER',REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.7155
GTR_0077,Tráeme agua.,UNA YENNITULA'U,REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.6938
GTR_0078,Vamos juntos.,ENCHUKU' WATEK,REQUEST,generate_then_refine,aprobado,,0.7752
GTR_0079,Habla.,WA'TEKER'MAK,REQUEST,generate_then_refine,revisar_hablante_nativo,marcador,0.7957
GTR_0080,Sí.,ajá,AFI,generate_then_refine,aprobado,,0.549
GTR_0081,Así es.,tekinchi i'na,AFI,generate_then_refine,aprobado,,0.6899
GTR_0082,Exacto.,nu'su',AFI,generate_then_refine,revisar_hablante_nativo,marcador,0.7088
GTR_0083,Entendido.,iñer',AFI,generate_then_refine,revisar_hablante_nativo,marcador,0.7069
GTR_0084,De acuerdo.,untana,AFI,generate_then_refine,aprobado,,0.5745
GTR_0085,Bien.,mupalli,AFI,generate_then_refine,revisar_hablante_nativo,marcador,0.6245
GTR_0086,Efectivamente.,untana i'na,AFI,generate_then_refine,aprobado,,0.679
GTR_0087,Por supuesto.,ajá untana,AFI,generate_then_refine,aprobado,,0.591
GTR_0088,Sin duda.,tekinchi-sa',AFI,generate_then_refine,aprobado,,0.7193
GTR_0089,Seguro.,nu'su' i'na,AFI,generate_then_refine,aprobado,,0.7747
GTR_0090,Afirmativo.,ahã,AFI,generate_then_refine,aprobado,,0.4908
GTR_0091,Así mismo.,lachek'lek,AFI,generate_then_refine,revisar_hablante_nativo,marcador,0.7442
GTR_0092,Confirmado.,insekdiperpi i'na,AFI,generate_then_refine,aprobado,,0.635
GTR_0093,Todo bien.,ñapalli,AFI,generate_then_refine,revisar_hablante_nativo,marcador,0.6455
GTR_0094,Claro que sí.,ajá untana,AFI,generate_then_refine,aprobado,,0.591
GTR_0095,OK.,IPA' ajá,AFI,generate_then_refine,aprobado,,0.4307
GTR_0096,Exactamente.,nu'su'-sa',AFI,generate_then_refine,aprobado,,0.6922
GTR_0097,Desde luego.,untana-sa',AFI,generate_then_refine,aprobado,,0.766
GTR_0098,"Correcto, sí.",ahã nu'su',AFI,generate_then_refine,aprobado,,0.7184
GTR_0099,Eso es.,iñer' i'na,AFI,generate_then_refine,aprobado,,0.7371
GTR_0100,No quiero.,ÑINPI'NEK,NEG,generate_then_refine,aprobado,,0.6641
GTR_0101,No hay nada.,ÑIDEN KA'INPU',NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.6645
GTR_0102,No puedo.,PAWANTULEK,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.3462
GTR_0103,No duermo.,KA'API'ÑI,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.5983
GTR_0104,Nadie vino.,ÑIDEN NA'PI'ÑI,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.6378
GTR_0105,No hablo.,ÑINPI'NEK KU'LA,NEG,generate_then_refine,aprobado,,0.6282
GTR_0106,No existe.,ÑIDEN I'ÑI,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.5391
GTR_0107,Nunca más.,KA'INPU' ÑIDEN,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.5831
GTR_0108,No camino.,ÑINPI'NEK PAWAN,NEG,generate_then_refine,aprobado,,0.5633
GTR_0109,No entiendo.,KU'LA ÑINCHITAPI'NEK,NEG,generate_then_refine,aprobado,,0.6157
GTR_0110,No bebo.,KA'NPI'NEK,NEG,generate_then_refine,aprobado,,0.7011
GTR_0111,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.5545
GTR_0112,No trabajo.,ÑINPI'ÑI KU'LA,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.6118
GTR_0113,No pienso.,PAWANTULEK ÑINCHI,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.4046
GTR_0114,¡De ningún modo!,¡SAKA'DEK ÑIDEN!,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.3364
GTR_0115,No llego.,KA'API'NEK PAWAN,NEG,generate_then_refine,aprobado,,0.6071
GTR_0116,Nadie escucha.,ÑIDEN NA'PICHI'ÑI KU'LA,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.5294
GTR_0117,No me muevo.,ÑINPI'NEK I'ÑI,NEG,generate_then_refine,aprobado,,0.6294
GTR_0118,Nada funciona.,KA'INPU' ÑIDEN I'ÑI,NEG,generate_then_refine,revisar_hablante_nativo,marcador,0.5978
GTR_0119,No regreso.,PAWANTULEK KA'API'NEK,NEG,generate_then_refine,aprobado,,0.5746
GTR_0120,¡Está lloviendo!,¡ÑAPAWINEK!,DES,generate_then_refine,aprobado,,0.5865
GTR_0121,¡Hay serpiente!,¡NUKA'KA!,DES,generate_then_refine,aprobado,,0.5866
GTR_0122,¡Se cayó!,¡ASEK ALLIDEK!,DES,generate_then_refine,aprobado,,0.6118
GTR_0123,¡Está oscuro!,¡ÑAPAWI WINEK!,DES,generate_then_refine,aprobado,,0.6072
GTR_0124,¡Hay visita!,¡NUKA'KA ASEK!,DES,generate_then_refine,aprobado,,0.6129
GTR_0125,¡Se fue!,¡ASEK KA!,DES,generate_then_refine,aprobado,,0.583
GTR_0126,¡Está enfermo!,¡NUKA' WINEK!,DES,generate_then_refine,aprobado,,0.6339
GTR_0127,¡Llegaron!,¡ASEK NUKA'KA!,DES,generate_then_refine,aprobado,,0.6315
GTR_0128,¡Está muerto!,¡ÑAPAWI KA!,DES,generate_then_refine,aprobado,,0.5778
GTR_0129,¡Se acabó!,¡ASEK A'KA!,DES,generate_then_refine,aprobado,,0.5907
GTR_0130,¡Hay peligro!,¡NUKA'KA WINEK!,DES,generate_then_refine,aprobado,,0.6027
GTR_0131,¡Está listo!,¡ASEK LLIDEK!,DES,generate_then_refine,aprobado,,0.6512
GTR_0132,¡Se perdió!,¡NUKA' KA!,DES,generate_then_refine,aprobado,,0.5866
GTR_0133,¡Hay comida!,¡NUKA'KA ÑAPAWI!,DES,generate_then_refine,aprobado,,0.6281
GTR_0134,¡Está crecido!,¡ASEK WINEK!,DES,generate_then_refine,aprobado,,0.6182
GTR_0135,¡Se quemó!,¡NUKA'KA ALLIDEK!,DES,generate_then_refine,aprobado,,0.616
GTR_0136,¡Está cerca!,¡ÑAPAWINEK KA!,DES,generate_then_refine,aprobado,,0.6091
GTR_0137,¡Hay agua!,¡NUKA' ÑAPAWI!,DES,generate_then_refine,aprobado,,0.6281
GTR_0138,¡Se rompió!,¡ASEK KA'KA!,DES,generate_then_refine,aprobado,,0.629
GTR_0139,¡Está llorando!,¡ÑAPAWI LLIDEK!,DES,generate_then_refine,aprobado,,0.6384
